profile_identifier,latitude,longitude,country_code,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
5107sisinta,-40.29975,-69.097944,ARG,,,,,,2.5,,23.0,41.0,36.0,
5107sisinta,-40.29975,-69.097944,ARG,,,,,,2.7,,26.0,47.0,27.0,
5109sisinta,-41.195806,-71.08,ARG,,,,,,9.6,,9.0,27.0,64.0,
5109sisinta,-41.195806,-71.08,ARG,,,,,,7.4,,10.0,26.0,64.0,
5109sisinta,-41.195806,-71.08,ARG,,,,,,5.5,,10.0,30.0,60.0,
5109sisinta,-41.195806,-71.08,ARG,,,,,,3.4,,11.0,30.0,59.0,
5109sisinta,-41.195806,-71.08,ARG,,,,,,2.1,,10.0,28.0,62.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,19.5,5.8,25.0,55.0,20.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,17.0,6.1,29.0,61.0,10.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,9.0,6.3,29.0,59.0,12.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,4.8,6.5,37.0,53.0,10.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,3.1,6.7,28.0,58.0,14.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,1.9,6.7,20.0,63.0,17.0,
510sisinta,-34.221932,-60.142081,ARG,,,,,,1.3,6.8,21.0,56.0,23.0,
5112sisinta,-41.195306,-71.091667,ARG,,,,,,12.0,,8.0,24.0,68.0,
5112sisinta,-41.195306,-71.091667,ARG,,,,,,9.7,,10.0,30.0,61.0,
5112sisinta,-41.195306,-71.091667,ARG,,,,,,6.9,,11.0,33.0,56.0,
5113sisinta,-41.815833,-70.841417,ARG,,,,,,3.0,,11.0,11.0,78.0,
5113sisinta,-41.815833,-70.841417,ARG,,,,,,8.1,,40.0,9.0,52.0,
5113sisinta,-41.815833,-70.841417,ARG,,,,,,3.0,,17.0,6.0,77.0,
5114sisinta,-41.679111,-71.448583,ARG,,,,,,24.6,,7.0,38.0,55.0,
5114sisinta,-41.679111,-71.448583,ARG,,,,,,17.2,,5.0,40.0,55.0,
5114sisinta,-41.679111,-71.448583,ARG,,,,,,11.5,,8.0,37.0,55.0,
5115sisinta,-41.954778,-71.369306,ARG,,,,,,18.1,,2.0,20.0,78.0,
5115sisinta,-41.954778,-71.369306,ARG,,,,,,14.2,,2.0,25.0,74.0,
5115sisinta,-41.954778,-71.369306,ARG,,,,,,15.9,,3.0,23.0,75.0,
5116sisinta,-33.425833,-66.147778,ARG,,,,,,9.5,6.55,,,,
5116sisinta,-33.425833,-66.147778,ARG,,,,,,6.2,7.09,,,,
5116sisinta,-33.425833,-66.147778,ARG,,,,,,5.4,7.79,,,,
5116sisinta,-33.425833,-66.147778,ARG,,,,,,3.0,8.42,,,,
5117sisinta,-33.356667,-66.085278,ARG,,,,,,9.5,6.94,,,,
5117sisinta,-33.356667,-66.085278,ARG,,,,,,5.8,7.41,,,,
5117sisinta,-33.356667,-66.085278,ARG,,,,,,2.7,8.36,,,,
5118sisinta,-33.32,-66.148333,ARG,,,,,,6.5,7.45,,,,
5118sisinta,-33.32,-66.148333,ARG,,,,,,4.7,8.18,,,,
5118sisinta,-33.32,-66.148333,ARG,,,,,,1.3,8.43,,,,
5119sisinta,-36.883333,-71.1,ARG,,,,,,12.3,,7.0,16.0,77.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,49.5,6.7,15.0,71.0,14.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,20.8,7.4,23.0,63.0,14.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,11.1,6.6,32.0,55.0,13.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,8.6,6.3,45.0,45.0,10.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,5.3,6.3,35.0,53.0,12.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,3.8,6.2,25.0,58.0,17.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,2.7,6.2,18.0,62.0,20.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,2.5,6.3,14.0,67.0,19.0,
511sisinta,-34.165906,-60.137579,ARG,,,,,,2.2,8.2,,,,
5120sisinta,-33.287778,-66.1425,ARG,,,,,,6.4,7.38,,,,
5120sisinta,-33.287778,-66.1425,ARG,,,,,,3.9,8.17,,,,
5120sisinta,-33.287778,-66.1425,ARG,,,,,,1.7,8.41,,,,
5121sisinta,-36.85,-71.0,ARG,,,,,,28.6,,30.0,61.0,9.0,
5121sisinta,-36.85,-71.0,ARG,,,,,,23.9,,20.0,38.0,42.0,
5122sisinta,-33.322778,-66.200833,ARG,,,,,,10.7,7.13,,,,
5122sisinta,-33.322778,-66.200833,ARG,,,,,,6.8,7.26,,,,
5122sisinta,-33.322778,-66.200833,ARG,,,,,,3.8,7.75,,,,
5123sisinta,-33.311667,-66.223889,ARG,,,,,,7.7,7.91,,,,
5123sisinta,-33.311667,-66.223889,ARG,,,,,,9.6,8.13,,,,
5123sisinta,-33.311667,-66.223889,ARG,,,,,,4.2,8.21,,,,
5125sisinta,-36.6,-70.783333,ARG,,,,,,13.0,,25.0,36.0,40.0,
5125sisinta,-36.6,-70.783333,ARG,,,,,,9.9,,26.0,29.0,46.0,
5125sisinta,-36.6,-70.783333,ARG,,,,,,10.0,,25.0,34.0,41.0,
5125sisinta,-36.6,-70.783333,ARG,,,,,,8.4,,30.0,34.0,36.0,
5133sisinta,-36.9,-70.9,ARG,,,,,,61.3,,12.0,50.0,38.0,
5133sisinta,-36.9,-70.9,ARG,,,,,,42.6,,9.0,43.0,48.0,
5133sisinta,-36.9,-70.9,ARG,,,,,,33.0,,10.0,42.0,48.0,
5134sisinta,-33.326111,-65.809722,ARG,,,,,,7.9,7.77,,,,
5134sisinta,-33.326111,-65.809722,ARG,,,,,,7.2,8.4,,,,
5134sisinta,-33.326111,-65.809722,ARG,,,,,,6.2,8.5,,,,
5135sisinta,-33.244167,-65.694722,ARG,,,,,,10.7,6.7,,,,
5135sisinta,-33.244167,-65.694722,ARG,,,,,,6.5,8.2,,,,
5135sisinta,-33.244167,-65.694722,ARG,,,,,,2.7,8.7,,,,
5136sisinta,-33.446667,-65.865556,ARG,,,,,,6.7,7.2,,,,
5136sisinta,-33.446667,-65.865556,ARG,,,,,,5.4,8.47,,,,
5136sisinta,-33.446667,-65.865556,ARG,,,,,,3.0,8.92,,,,
5137sisinta,-33.535833,-65.784444,ARG,,,,,,8.7,6.82,,,,
5137sisinta,-33.535833,-65.784444,ARG,,,,,,5.1,7.45,,,,
5137sisinta,-33.535833,-65.784444,ARG,,,,,,4.8,7.62,,,,
5138sisinta,-33.475833,-65.908333,ARG,,,,,,6.1,8.02,,,,
5138sisinta,-33.475833,-65.908333,ARG,,,,,,4.4,8.35,,,,
5138sisinta,-33.475833,-65.908333,ARG,,,,,,2.6,8.54,,,,
5139sisinta,-33.417222,-65.779167,ARG,,,,,,9.6,8.1,,,,
5139sisinta,-33.417222,-65.779167,ARG,,,,,,8.5,7.9,,,,
5139sisinta,-33.417222,-65.779167,ARG,,,,,,6.1,8.3,,,,
5139sisinta,-33.417222,-65.779167,ARG,,,,,,2.6,8.9,,,,
513sisinta,-34.003061,-60.093207,ARG,,,,,,19.2,6.2,25.0,64.0,11.0,
513sisinta,-34.003061,-60.093207,ARG,,,,,,14.7,6.2,32.0,57.0,11.0,
513sisinta,-34.003061,-60.093207,ARG,,,,,,10.8,6.6,39.0,51.0,10.0,
513sisinta,-34.003061,-60.093207,ARG,,,,,,6.2,6.7,49.0,44.0,7.0,
513sisinta,-34.003061,-60.093207,ARG,,,,,,3.8,6.8,45.0,44.0,11.0,
513sisinta,-34.003061,-60.093207,ARG,,,,,,2.3,6.9,32.0,58.0,10.0,
513sisinta,-34.003061,-60.093207,ARG,,,,,,1.3,8.3,23.0,68.0,10.0,
5140sisinta,-33.516111,-65.937222,ARG,,,,,,9.7,7.58,,,,
5140sisinta,-33.516111,-65.937222,ARG,,,,,,6.3,8.01,,,,
5140sisinta,-33.516111,-65.937222,ARG,,,,,,3.4,8.35,,,,
5141sisinta,-33.392778,-65.818056,ARG,,,,,,6.7,7.8,,,,
5141sisinta,-33.392778,-65.818056,ARG,,,,,,5.8,8.5,,,,
5141sisinta,-33.392778,-65.818056,ARG,,,,,,2.9,8.9,,,,
5142sisinta,-33.396389,-65.734444,ARG,,,,,,6.6,7.9,,,,
5142sisinta,-33.396389,-65.734444,ARG,,,,,,5.4,8.7,,,,
5142sisinta,-33.396389,-65.734444,ARG,,,,,,2.8,8.8,,,,
5143sisinta,-33.467778,-65.573333,ARG,,,,,,17.4,7.93,,,,
5143sisinta,-33.467778,-65.573333,ARG,,,,,,10.4,7.66,,,,
5143sisinta,-33.467778,-65.573333,ARG,,,,,,15.7,7.5,,,,
5143sisinta,-33.467778,-65.573333,ARG,,,,,,3.4,7.52,,,,
5143sisinta,-33.467778,-65.573333,ARG,,,,,,1.6,8.31,,,,
5146sisinta,-33.414167,-65.508056,ARG,,,,,,7.1,6.41,8.0,13.0,80.0,
5146sisinta,-33.414167,-65.508056,ARG,,,,,,5.9,6.79,7.0,13.0,81.0,
5146sisinta,-33.414167,-65.508056,ARG,,,,,,4.7,7.87,6.0,14.0,80.0,
5146sisinta,-33.414167,-65.508056,ARG,,,,,,4.3,8.45,10.0,16.0,75.0,
514sisinta,-34.224272,-60.163692,ARG,,,,,,13.3,6.7,28.0,56.0,16.0,
514sisinta,-34.224272,-60.163692,ARG,,,,,,16.8,6.3,24.0,61.0,15.0,
514sisinta,-34.224272,-60.163692,ARG,,,,,,18.3,6.2,24.0,59.0,17.0,
514sisinta,-34.224272,-60.163692,ARG,,,,,,6.0,6.8,41.0,47.0,12.0,
514sisinta,-34.224272,-60.163692,ARG,,,,,,4.4,6.8,30.0,55.0,15.0,
514sisinta,-34.224272,-60.163692,ARG,,,,,,1.8,6.8,11.0,67.0,23.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,25.6,6.0,22.0,61.0,17.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,24.2,6.3,20.0,67.0,12.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,9.5,6.6,29.0,57.0,14.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,6.0,6.6,42.0,46.0,12.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,4.9,6.5,36.0,49.0,15.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,3.3,6.6,30.0,53.0,17.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,2.3,6.6,26.0,55.0,19.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,1.7,6.8,18.0,60.0,22.0,
515sisinta,-34.322619,-60.110199,ARG,,,,,,1.4,8.1,,,,
5164sisinta,-26.610583,-54.117472,ARG,,,,,,24.0,4.3,69.0,23.0,8.0,
5164sisinta,-26.610583,-54.117472,ARG,,,,,,15.0,4.5,75.0,18.0,7.0,
5164sisinta,-26.610583,-54.117472,ARG,,,,,,3.0,5.1,76.0,18.0,6.0,
5164sisinta,-26.610583,-54.117472,ARG,,,,,,2.0,5.3,36.0,32.0,32.0,
5165sisinta,-26.612022,-54.119114,ARG,,,,,,18.0,5.5,30.0,42.0,28.0,
5165sisinta,-26.612022,-54.119114,ARG,,,,,,7.0,5.7,32.0,29.0,39.0,
5165sisinta,-26.612022,-54.119114,ARG,,,,,,5.0,5.7,66.0,19.0,15.0,
5166sisinta,-26.479278,-53.891778,ARG,,,,,,18.0,4.8,50.0,35.0,16.0,
5166sisinta,-26.479278,-53.891778,ARG,,,,,,10.0,4.9,69.0,22.0,8.0,
5166sisinta,-26.479278,-53.891778,ARG,,,,,,7.0,5.1,56.0,31.0,14.0,
5167sisinta,-26.5645,-53.935639,ARG,,,,,,14.0,4.3,51.0,30.0,19.0,
5167sisinta,-26.5645,-53.935639,ARG,,,,,,9.0,4.9,69.0,21.0,10.0,
5167sisinta,-26.5645,-53.935639,ARG,,,,,,9.0,5.0,51.0,27.0,22.0,
5168sisinta,-26.530472,-53.939389,ARG,,,,,,11.0,5.0,42.0,41.0,17.0,
5168sisinta,-26.530472,-53.939389,ARG,,,,,,8.0,5.2,54.0,24.0,22.0,
5168sisinta,-26.530472,-53.939389,ARG,,,,,,5.0,5.0,15.0,27.0,59.0,
5169sisinta,-26.608319,-53.909428,ARG,,,,,,5.0,5.1,37.0,33.0,30.0,
5169sisinta,-26.608319,-53.909428,ARG,,,,,,5.0,5.1,48.0,36.0,17.0,
5169sisinta,-26.608319,-53.909428,ARG,,,,,,10.0,5.5,49.0,33.0,18.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,22.4,5.6,23.0,59.0,18.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,17.2,6.2,26.0,58.0,16.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,12.3,6.2,31.0,49.0,20.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,8.4,6.3,35.0,52.0,14.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,6.9,6.5,38.0,52.0,10.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,3.6,6.3,25.0,59.0,16.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,2.8,6.3,18.0,62.0,20.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,2.5,8.1,10.0,66.0,24.0,
516sisinta,-34.244978,-60.228798,ARG,,,,,,1.4,8.5,,,,
5170sisinta,-26.577833,-54.018611,ARG,,,,,,17.0,3.9,71.0,27.0,2.0,
5170sisinta,-26.577833,-54.018611,ARG,,,,,,10.0,4.6,81.0,18.0,1.0,
5170sisinta,-26.577833,-54.018611,ARG,,,,,,9.0,4.7,87.0,12.0,1.0,
5171sisinta,-26.242633,-53.646019,ARG,,,,,,40.0,5.3,16.0,23.0,61.0,
5171sisinta,-26.242633,-53.646019,ARG,,,,,,22.0,5.2,25.0,33.0,42.0,
5171sisinta,-26.242633,-53.646019,ARG,,,,,,15.0,5.1,46.0,25.0,28.0,
5171sisinta,-26.242633,-53.646019,ARG,,,,,,15.0,5.0,48.0,20.0,32.0,
5171sisinta,-26.242633,-53.646019,ARG,,,,,,6.0,5.6,36.0,13.0,51.0,
5172sisinta,-26.63225,-54.019667,ARG,,,,,,25.0,6.7,13.0,17.0,71.0,
5172sisinta,-26.63225,-54.019667,ARG,,,,,,23.0,6.9,20.0,29.0,51.0,
5172sisinta,-26.63225,-54.019667,ARG,,,,,,7.0,6.9,23.0,23.0,55.0,
5172sisinta,-26.63225,-54.019667,ARG,,,,,,3.0,6.5,11.0,30.0,59.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,20.0,5.8,19.0,67.0,14.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,15.1,6.1,25.0,65.0,10.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,8.2,6.6,29.0,58.0,13.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,6.9,6.5,33.0,54.0,13.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,5.6,6.5,38.0,53.0,9.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,4.4,6.5,25.0,61.0,14.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,2.5,6.6,23.0,62.0,15.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,1.7,6.75,17.0,66.0,18.0,
517sisinta,-34.18691,-60.137727,ARG,,,,,,1.2,6.9,13.0,68.0,20.0,
518sisinta,-34.172221,-60.440211,ARG,,,,,,25.3,5.7,24.0,59.0,17.0,
518sisinta,-34.172221,-60.440211,ARG,,,,,,16.9,6.0,27.0,56.0,17.0,
518sisinta,-34.172221,-60.440211,ARG,,,,,,6.4,6.2,36.0,49.0,15.0,
518sisinta,-34.172221,-60.440211,ARG,,,,,,3.6,6.4,30.0,55.0,16.0,
518sisinta,-34.172221,-60.440211,ARG,,,,,,1.8,6.7,27.0,55.0,18.0,
518sisinta,-34.172221,-60.440211,ARG,,,,,,1.5,6.6,21.0,60.0,18.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,21.6,6.2,22.0,58.0,20.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,17.0,6.5,28.0,55.0,18.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,10.8,6.5,28.0,55.0,17.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,7.2,6.7,41.0,44.0,16.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,3.1,6.7,30.0,54.0,17.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,2.5,6.7,26.0,56.0,18.0,
519sisinta,-34.297319,-60.447005,ARG,,,,,,1.4,6.8,24.0,56.0,20.0,
520sisinta,-34.264335,-60.314934,ARG,,,,,,28.3,6.1,24.0,52.0,24.0,
520sisinta,-34.264335,-60.314934,ARG,,,,,,19.3,6.4,26.0,51.0,23.0,
520sisinta,-34.264335,-60.314934,ARG,,,,,,9.2,6.8,32.0,50.0,18.0,
520sisinta,-34.264335,-60.314934,ARG,,,,,,5.6,7.0,29.0,52.0,19.0,
520sisinta,-34.264335,-60.314934,ARG,,,,,,3.0,6.9,25.0,53.0,22.0,
520sisinta,-34.264335,-60.314934,ARG,,,,,,1.9,6.8,20.0,55.0,25.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,13.5,5.9,18.0,62.0,20.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,11.2,6.2,26.0,59.0,14.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,8.1,6.6,30.0,59.0,12.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,6.2,6.8,33.0,64.0,3.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,4.6,6.9,40.0,49.0,11.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,3.7,7.1,33.0,53.0,14.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,1.8,7.1,21.0,62.0,17.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,1.0,7.1,14.0,69.0,17.0,
521sisinta,-34.037615,-60.36926,ARG,,,,,,0.9,8.5,14.0,80.0,7.0,
5229sisinta,-36.3,-65.4,ARG,,,,,,7.0,8.6,10.0,33.0,57.0,
5229sisinta,-36.3,-65.4,ARG,,,,,,5.8,8.4,11.0,32.0,58.0,
5229sisinta,-36.3,-65.4,ARG,,,,,,4.8,8.8,10.0,33.0,57.0,
5229sisinta,-36.3,-65.4,ARG,,,,,,3.2,8.7,9.0,35.0,57.0,
5230sisinta,-37.35,-65.7,ARG,,,,,,3.9,6.9,9.0,16.0,75.0,
5230sisinta,-37.35,-65.7,ARG,,,,,,2.3,7.8,,,,
5230sisinta,-37.35,-65.7,ARG,,,,,,2.5,7.7,15.0,16.0,70.0,
5230sisinta,-37.35,-65.7,ARG,,,,,,5.1,8.1,,,,
5233sisinta,-37.5,-66.05,ARG,,,,,,3.1,8.3,7.0,10.0,83.0,
5233sisinta,-37.5,-66.05,ARG,,,,,,1.4,8.5,6.0,9.0,85.0,
5233sisinta,-37.5,-66.05,ARG,,,,,,4.4,8.9,,,,
5233sisinta,-37.5,-66.05,ARG,,,,,,1.2,8.9,7.0,10.0,83.0,
5236sisinta,-37.533333,-67.7,ARG,,,,,,2.5,8.4,7.0,11.0,82.0,
5236sisinta,-37.533333,-67.7,ARG,,,,,,2.7,8.3,11.0,7.0,82.0,
5236sisinta,-37.533333,-67.7,ARG,,,,,,1.6,8.7,,,,
5236sisinta,-37.533333,-67.7,ARG,,,,,,2.0,8.7,,,,
5237sisinta,-37.233333,-67.65,ARG,,,,,,2.5,8.5,13.0,9.0,79.0,
5237sisinta,-37.233333,-67.65,ARG,,,,,,2.5,8.6,10.0,7.0,83.0,
5239sisinta,-36.216667,-67.1,ARG,,,,,,7.9,8.1,,,,
5239sisinta,-36.216667,-67.1,ARG,,,,,,4.7,7.7,,,,
5239sisinta,-36.216667,-67.1,ARG,,,,,,5.3,8.8,25.0,53.0,22.0,
5239sisinta,-36.216667,-67.1,ARG,,,,,,2.8,8.4,,,,
5239sisinta,-36.216667,-67.1,ARG,,,,,,0.6,8.3,4.0,6.0,90.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,18.8,6.0,22.0,61.0,17.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,14.6,5.9,22.0,62.0,16.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,6.9,6.1,20.0,62.0,18.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,4.3,6.6,26.0,58.0,16.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,3.3,7.3,27.0,58.0,15.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,1.5,8.1,,,,
523sisinta,-34.236022,-60.38972,ARG,,,,,,1.1,7.6,14.0,63.0,23.0,
523sisinta,-34.236022,-60.38972,ARG,,,,,,1.0,7.6,13.0,59.0,28.0,
5246sisinta,-36.4,-67.416667,ARG,,,,,,2.2,8.8,,,,
5246sisinta,-36.4,-67.416667,ARG,,,,,,2.2,8.8,,,,
5249sisinta,-32.985,-66.683889,ARG,,,,,,20.4,6.64,23.0,44.0,33.0,
5249sisinta,-32.985,-66.683889,ARG,,,,,,11.3,7.57,,,,
5249sisinta,-32.985,-66.683889,ARG,,,,,,10.3,7.82,18.0,47.0,35.0,
5249sisinta,-32.985,-66.683889,ARG,,,,,,7.6,8.08,,,,
5249sisinta,-32.985,-66.683889,ARG,,,,,,2.9,8.19,,,,
524sisinta,-34.310095,-60.024378,ARG,,,,,,24.0,6.9,29.0,61.0,10.0,
524sisinta,-34.310095,-60.024378,ARG,,,,,,8.7,7.2,29.0,60.0,11.0,
524sisinta,-34.310095,-60.024378,ARG,,,,,,5.8,7.3,37.0,51.0,12.0,
524sisinta,-34.310095,-60.024378,ARG,,,,,,4.3,7.4,41.0,48.0,11.0,
524sisinta,-34.310095,-60.024378,ARG,,,,,,3.0,7.4,33.0,56.0,12.0,
524sisinta,-34.310095,-60.024378,ARG,,,,,,2.2,7.4,32.0,60.0,8.0,
524sisinta,-34.310095,-60.024378,ARG,,,,,,1.7,7.8,26.0,62.0,12.0,
5250sisinta,-32.736389,-66.856944,ARG,,,,,,7.4,8.2,,,,
5250sisinta,-32.736389,-66.856944,ARG,,,,,,9.2,8.6,,,,
5250sisinta,-32.736389,-66.856944,ARG,,,,,,2.5,8.2,,,,
5251sisinta,-33.350556,-67.027222,ARG,,,,,,5.6,7.88,8.0,35.0,57.0,
5251sisinta,-33.350556,-67.027222,ARG,,,,,,6.1,8.24,12.0,42.0,46.0,
5251sisinta,-33.350556,-67.027222,ARG,,,,,,4.6,8.22,12.0,41.0,47.0,
5252sisinta,-33.232778,-66.824722,ARG,,,,,,3.7,7.32,16.0,11.0,72.0,
5252sisinta,-33.232778,-66.824722,ARG,,,,,,3.7,8.27,17.0,14.0,69.0,
5252sisinta,-33.232778,-66.824722,ARG,,,,,,2.0,8.58,16.0,10.0,74.0,
5252sisinta,-33.232778,-66.824722,ARG,,,,,,1.3,8.72,14.0,9.0,77.0,
5253sisinta,-33.276389,-67.048056,ARG,,,,,,4.6,7.65,9.0,30.0,61.0,
5253sisinta,-33.276389,-67.048056,ARG,,,,,,5.0,8.15,10.0,34.0,56.0,
5253sisinta,-33.276389,-67.048056,ARG,,,,,,2.9,8.02,,,,
5253sisinta,-33.276389,-67.048056,ARG,,,,,,2.8,7.9,8.0,31.0,60.0,
5254sisinta,-33.35,-66.026389,ARG,,,,,,5.8,7.91,,,,
5254sisinta,-33.35,-66.026389,ARG,,,,,,4.6,7.5,7.0,18.0,75.0,
5254sisinta,-33.35,-66.026389,ARG,,,,,,3.2,8.59,,,,
5255sisinta,-33.273333,-66.894444,ARG,,,,,,3.3,7.53,11.0,21.0,68.0,
5255sisinta,-33.273333,-66.894444,ARG,,,,,,2.5,8.02,12.0,23.0,65.0,
5255sisinta,-33.273333,-66.894444,ARG,,,,,,1.2,8.78,10.0,23.0,67.0,
5255sisinta,-33.273333,-66.894444,ARG,,,,,,0.9,9.55,11.0,18.0,71.0,
5256sisinta,-33.191389,-66.08,ARG,,,,,,6.6,8.1,,,,
5256sisinta,-33.191389,-66.08,ARG,,,,,,4.4,8.27,,,,
5256sisinta,-33.191389,-66.08,ARG,,,,,,3.0,8.33,,,,
5257sisinta,-33.214167,-66.864722,ARG,,,,,,4.9,7.9,,,,
5257sisinta,-33.214167,-66.864722,ARG,,,,,,3.7,8.5,,,,
5257sisinta,-33.214167,-66.864722,ARG,,,,,,0.9,8.88,,,,
5258sisinta,-33.270833,-66.046667,ARG,,,,,,5.6,7.93,,,,
5258sisinta,-33.270833,-66.046667,ARG,,,,,,5.0,8.06,,,,
5258sisinta,-33.270833,-66.046667,ARG,,,,,,2.1,8.18,,,,
5259sisinta,-33.2475,-65.994722,ARG,,,,,,5.0,7.92,,,,
5259sisinta,-33.2475,-65.994722,ARG,,,,,,4.4,8.05,,,,
5259sisinta,-33.2475,-65.994722,ARG,,,,,,1.6,8.14,,,,
525sisinta,-34.035088,-59.915366,ARG,,,,,,19.6,6.7,26.0,59.0,15.0,
525sisinta,-34.035088,-59.915366,ARG,,,,,,11.5,7.1,33.0,53.0,14.0,
525sisinta,-34.035088,-59.915366,ARG,,,,,,5.1,7.3,38.0,53.0,9.0,
525sisinta,-34.035088,-59.915366,ARG,,,,,,2.8,7.4,24.0,61.0,15.0,
525sisinta,-34.035088,-59.915366,ARG,,,,,,5.5,8.1,,,,
525sisinta,-34.035088,-59.915366,ARG,,,,,,1.2,8.5,,,,
5261sisinta,-33.293056,-65.804722,ARG,,,,,,5.5,8.5,,,,
5261sisinta,-33.293056,-65.804722,ARG,,,,,,5.3,8.7,,,,
5261sisinta,-33.293056,-65.804722,ARG,,,,,,3.2,8.6,,,,
5262sisinta,-33.208333,-65.685,ARG,,,,,,4.2,8.3,,,,
5262sisinta,-33.208333,-65.685,ARG,,,,,,5.2,8.5,,,,
5262sisinta,-33.208333,-65.685,ARG,,,,,,4.2,7.5,,,,
5262sisinta,-33.208333,-65.685,ARG,,,,,,2.9,8.6,,,,
5263sisinta,-33.170278,-66.988333,ARG,,,,,,5.3,8.39,16.0,52.0,32.0,
5263sisinta,-33.170278,-66.988333,ARG,,,,,,4.0,7.85,18.0,51.0,32.0,
5263sisinta,-33.170278,-66.988333,ARG,,,,,,3.6,7.76,14.0,45.0,42.0,
5263sisinta,-33.170278,-66.988333,ARG,,,,,,3.4,7.63,7.0,48.0,44.0,
5264sisinta,-33.263333,-66.117778,ARG,,,,,,4.7,6.65,,,,
5264sisinta,-33.263333,-66.117778,ARG,,,,,,6.8,8.15,,,,
5264sisinta,-33.263333,-66.117778,ARG,,,,,,5.0,8.4,,,,
5266sisinta,-33.245556,-66.165,ARG,,,,,,5.8,6.9,,,,
5266sisinta,-33.245556,-66.165,ARG,,,,,,3.6,8.1,,,,
5266sisinta,-33.245556,-66.165,ARG,,,,,,2.8,8.14,8.0,43.0,49.0,
5268sisinta,-35.338889,-65.878333,ARG,,,,,,15.9,7.52,,,,
5268sisinta,-35.338889,-65.878333,ARG,,,,,,1.3,8.59,,,,
5268sisinta,-35.338889,-65.878333,ARG,,,,,,2.5,8.65,,,,
526sisinta,-34.059017,-59.919426,ARG,,,,,,19.2,6.1,24.0,60.0,16.0,
526sisinta,-34.059017,-59.919426,ARG,,,,,,14.8,6.4,31.0,53.0,16.0,
526sisinta,-34.059017,-59.919426,ARG,,,,,,11.7,6.4,40.0,49.0,11.0,
526sisinta,-34.059017,-59.919426,ARG,,,,,,6.9,6.4,39.0,49.0,12.0,
