fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,precipitacion_mm_dia,velocidad_viento_km_h
2015-06-19,6.34,58.15,0.83,0.0,2.988
2015-06-20,9.65,59.73,0.77,0.0,2.7720000000000002
2015-06-21,11.43,61.62,0.76,0.0,2.736
2015-06-22,7.57,71.7,0.48,0.0,1.728
2015-06-23,2.68,64.9,0.44,0.0,1.584
2015-06-24,4.72,75.86,0.56,0.0,2.0160000000000005
2015-06-25,11.62,89.94,0.62,0.03,2.232
2015-06-26,14.48,89.8,0.56,0.0,2.0160000000000005
2015-06-27,15.39,87.08,0.51,1.3,1.836
2015-06-28,17.07,78.42,0.58,0.0,2.088
2015-06-29,14.59,82.66,0.55,0.0,1.9800000000000002
2015-06-30,14.06,61.12,0.49,0.0,1.764
2015-07-01,11.2,65.83,0.64,0.0,2.3040000000000003
2015-07-02,11.97,72.93,0.46,4.04,1.6560000000000001
2015-07-03,7.76,63.7,0.79,1.88,2.8440000000000003
2015-07-04,5.59,59.35,0.86,0.0,3.096
2015-07-05,6.72,60.98,0.82,0.0,2.952
2015-07-06,8.03,64.33,0.63,0.0,2.2680000000000002
2015-07-07,9.06,43.39,0.8,0.0,2.8800000000000003
2015-07-08,9.0,45.39,0.8,0.0,2.8800000000000003
2015-07-09,12.57,56.28,0.64,0.0,2.3040000000000003
2015-07-10,10.5,75.19,0.55,0.0,1.9800000000000002
2015-07-11,11.71,79.58,0.58,0.0,2.088
2015-07-12,12.97,78.31,0.76,0.01,2.736
2015-07-13,8.37,79.36,0.56,1.46,2.0160000000000005
2015-07-14,6.15,51.42,0.72,0.0,2.592
2015-07-15,7.56,49.12,0.95,0.0,3.42
2015-07-16,7.32,58.07,0.72,0.0,2.592
2015-07-17,9.41,54.9,0.9,0.0,3.24
2015-07-18,12.12,65.96,0.78,0.0,2.8080000000000003
2015-07-19,9.47,71.55,0.69,0.01,2.484
2015-07-20,5.83,69.84,0.66,1.15,2.3760000000000003
2015-07-21,6.78,66.48,0.71,0.0,2.556
2015-07-22,8.98,66.05,0.6,0.0,2.16
2015-07-23,10.11,66.08,0.6,0.0,2.16
2015-07-24,10.25,60.21,0.63,0.0,2.2680000000000002
2015-07-25,10.14,65.22,0.94,25.1,3.384
2015-07-26,12.96,64.53,1.17,0.0,4.212
2015-07-27,17.41,65.43,1.02,0.0,3.672
2015-07-28,17.35,69.14,0.6,0.0,2.16
2015-07-29,12.61,75.97,0.58,0.0,2.088
2015-07-30,15.7,80.12,0.63,0.09,2.2680000000000002
2015-07-31,13.61,68.67,1.03,0.09,3.708
2015-08-01,11.96,72.17,0.87,0.0,3.132
2015-08-02,15.33,69.42,0.91,0.0,3.2760000000000002
2015-08-03,11.32,68.13,0.64,0.0,2.3040000000000003
2015-08-04,12.51,60.24,0.52,0.0,1.872
2015-08-05,13.82,81.96,0.82,0.0,2.952
2015-08-06,19.67,61.1,1.01,0.0,3.636
2015-08-07,13.6,69.82,0.82,0.0,2.952
2015-08-08,13.03,81.35,0.48,0.57,1.728
2015-08-09,11.94,85.59,0.63,6.76,2.2680000000000002
2015-08-10,9.95,72.35,0.56,1.13,2.0160000000000005
2015-08-11,9.75,85.42,0.63,4.6,2.2680000000000002
2015-08-12,8.69,88.57,0.91,5.83,3.2760000000000002
2015-08-13,7.3,81.17,0.92,0.55,3.3120000000000003
2015-08-14,8.09,72.2,0.49,0.09,1.764
2015-08-15,8.78,63.22,0.76,0.0,2.736
2015-08-16,8.69,76.91,0.63,0.02,2.2680000000000002
2015-08-17,10.71,68.72,0.64,0.02,2.3040000000000003
2015-08-18,12.88,56.35,0.85,0.0,3.06
2015-08-19,12.66,62.77,0.69,0.0,2.484
2015-08-20,10.97,77.25,0.76,0.0,2.736
2015-08-21,14.21,74.04,1.22,0.0,4.392
2015-08-22,12.87,58.23,1.18,0.0,4.248
2015-08-23,10.03,58.6,0.69,0.0,2.484
2015-08-24,11.39,56.39,1.01,0.0,3.636
2015-08-25,15.59,51.42,1.32,0.0,4.752000000000001
2015-08-26,16.65,49.73,0.89,0.0,3.204
2015-08-27,14.11,55.19,1.0,0.0,3.6
2015-08-28,19.84,46.37,1.31,0.0,4.716
2015-08-29,24.31,42.99,0.72,0.0,2.592
2015-08-30,19.74,67.43,0.62,0.0,2.232
2015-08-31,18.44,64.86,1.11,0.0,3.9960000000000004
2015-09-01,11.57,65.05,0.83,0.0,2.988
2015-09-02,13.48,56.93,0.58,0.0,2.088
2015-09-03,11.51,65.55,0.6,0.0,2.16
2015-09-04,13.13,60.79,0.66,0.0,2.3760000000000003
2015-09-05,14.73,53.35,0.84,0.0,3.024
2015-09-06,14.85,50.27,1.32,0.0,4.752000000000001
2015-09-07,17.53,55.83,0.75,2.09,2.7
2015-09-08,15.69,60.87,0.67,0.6,2.4120000000000004
2015-09-09,13.21,65.38,1.0,0.27,3.6
2015-09-10,8.75,51.12,0.77,0.0,2.7720000000000002
2015-09-11,9.98,40.17,0.75,0.0,2.7
2015-09-12,13.19,38.76,0.65,0.0,2.3400000000000003
2015-09-13,15.19,39.22,0.69,0.0,2.484
2015-09-14,18.39,33.07,1.31,0.0,4.716
2015-09-15,18.64,36.88,0.84,0.0,3.024
2015-09-16,12.85,49.08,0.8,0.0,2.8800000000000003
2015-09-17,13.94,52.27,0.77,0.0,2.7720000000000002
2015-09-18,13.59,50.58,0.79,0.0,2.8440000000000003
2015-09-19,15.98,49.16,0.76,0.0,2.736
2015-09-20,15.67,67.55,0.69,0.0,2.484
2015-09-21,18.82,69.7,0.64,0.85,2.3040000000000003
2015-09-22,13.27,81.06,0.83,1.72,2.988
2015-09-23,14.36,72.98,0.77,0.19,2.7720000000000002
2015-09-24,13.97,68.69,0.68,0.23,2.4480000000000004
2015-09-25,12.74,74.98,0.49,0.88,1.764
2015-09-26,12.99,76.57,0.46,7.52,1.6560000000000001
2015-09-27,16.38,62.34,0.56,0.09,2.0160000000000005
2015-09-28,20.03,53.27,0.84,0.27,3.024
2015-09-29,13.92,79.75,0.65,2.34,2.3400000000000003
2015-09-30,15.32,67.62,0.92,0.0,3.3120000000000003
2015-10-01,19.18,61.7,0.85,0.62,3.06
2015-10-02,13.09,70.44,1.1,1.42,3.9600000000000004
2015-10-03,10.9,66.93,0.59,0.0,2.124
2015-10-04,13.15,63.89,1.0,0.0,3.6
2015-10-05,19.76,59.43,0.7,0.0,2.52
2015-10-06,19.79,69.59,0.72,0.4,2.592
2015-10-07,12.55,67.59,0.92,0.08,3.3120000000000003
2015-10-08,12.44,67.45,0.84,0.31,3.024
2015-10-09,10.75,62.85,1.04,0.55,3.744
2015-10-10,9.27,68.66,0.68,1.27,2.4480000000000004
2015-10-11,10.2,67.59,0.51,0.25,1.836
2015-10-12,12.74,60.22,0.76,0.0,2.736
2015-10-13,17.21,51.99,1.05,0.0,3.7800000000000002
2015-10-14,18.77,54.89,1.02,0.63,3.672
2015-10-15,14.73,43.06,0.8,0.0,2.8800000000000003
2015-10-16,12.8,50.61,0.62,0.0,2.232
2015-10-17,13.21,54.38,0.75,0.0,2.7
2015-10-18,14.56,52.0,0.94,0.0,3.384
2015-10-19,18.11,56.17,0.91,1.57,3.2760000000000002
2015-10-20,17.83,40.37,0.93,0.0,3.3480000000000003
2015-10-21,18.97,38.86,0.77,0.08,2.7720000000000002
2015-10-22,17.18,60.82,0.57,0.01,2.052
2015-10-23,14.34,64.66,0.68,0.0,2.4480000000000004
2015-10-24,12.59,65.78,0.55,0.0,1.9800000000000002
2015-10-25,19.05,62.44,0.52,0.0,1.872
2015-10-26,18.02,67.53,0.56,0.01,2.0160000000000005
2015-10-27,19.16,71.87,0.49,0.15,1.764
2015-10-28,23.19,66.73,0.87,0.96,3.132
2015-10-29,18.86,64.36,0.74,3.15,2.664
2015-10-30,17.52,71.27,0.63,4.63,2.2680000000000002
2015-10-31,13.55,81.11,0.6,10.99,2.16
2015-11-01,11.74,83.49,0.44,14.66,1.584
2015-11-02,15.42,69.25,0.48,1.55,1.728
2015-11-03,16.0,72.38,0.63,8.32,2.2680000000000002
2015-11-04,12.71,85.85,0.64,26.28,2.3040000000000003
2015-11-05,15.08,63.85,0.53,0.1,1.9080000000000001
2015-11-06,16.39,56.69,0.61,0.5,2.196
2015-11-07,17.0,70.74,0.65,4.11,2.3400000000000003
2015-11-08,20.38,62.36,0.54,0.18,1.9440000000000002
2015-11-09,21.6,71.8,0.71,5.23,2.556
2015-11-10,16.99,75.62,0.81,29.62,2.9160000000000004
2015-11-11,19.1,68.37,0.52,6.2,1.872
2015-11-12,20.93,67.36,0.65,4.97,2.3400000000000003
2015-11-13,20.34,52.45,0.67,0.02,2.4120000000000004
2015-11-14,20.8,57.12,0.64,0.0,2.3040000000000003
2015-11-15,21.93,58.88,0.65,0.0,2.3400000000000003
2015-11-16,21.24,60.99,0.43,0.17,1.548
2015-11-17,19.73,70.51,0.57,7.37,2.052
2015-11-18,23.14,56.01,0.39,1.21,1.4040000000000001
2015-11-19,16.21,59.45,0.77,8.09,2.7720000000000002
2015-11-20,14.85,44.53,0.5,0.0,1.8
2015-11-21,18.68,53.23,0.6,0.0,2.16
2015-11-22,19.53,62.38,0.52,1.31,1.872
2015-11-23,16.32,79.12,0.53,0.45,1.9080000000000001
2015-11-24,17.4,75.24,0.5,1.14,1.8
2015-11-25,19.73,70.18,0.51,0.13,1.836
2015-11-26,21.42,73.08,0.44,1.29,1.584
2015-11-27,20.0,65.9,0.65,0.49,2.3400000000000003
2015-11-28,19.55,51.85,0.39,0.0,1.4040000000000001
2015-11-29,16.86,68.62,0.37,2.19,1.332
2015-11-30,19.17,54.24,0.61,0.0,2.196
2015-12-01,21.33,50.61,0.52,0.0,1.872
2015-12-02,18.91,73.08,0.44,0.34,1.584
2015-12-03,21.98,63.59,0.34,0.16,1.2240000000000002
2015-12-04,22.85,62.48,0.4,0.74,1.4400000000000002
2015-12-05,17.67,81.88,0.35,18.06,1.26
2015-12-06,19.93,57.71,0.46,0.02,1.6560000000000001
2015-12-07,22.16,50.99,0.47,0.0,1.692
2015-12-08,22.79,68.95,0.43,11.2,1.548
2015-12-09,20.99,65.44,0.34,16.02,1.2240000000000002
2015-12-10,23.74,52.96,0.33,0.01,1.1880000000000002
2015-12-11,26.4,43.8,0.45,0.0,1.62
2015-12-12,26.44,62.14,0.44,5.36,1.584
2015-12-13,25.6,61.63,0.28,2.31,1.0080000000000002
2015-12-14,23.6,73.16,0.34,17.74,1.2240000000000002
2015-12-15,20.07,75.96,0.34,1.23,1.2240000000000002
2015-12-16,22.54,70.72,0.53,0.47,1.9080000000000001
2015-12-17,21.66,73.14,0.4,8.24,1.4400000000000002
2015-12-18,18.17,55.57,0.5,0.0,1.8
2015-12-19,17.53,52.22,0.43,0.0,1.548
2015-12-20,19.22,60.01,0.41,0.06,1.476
2015-12-21,23.0,72.17,0.34,0.08,1.2240000000000002
2015-12-22,26.22,67.89,0.31,0.08,1.116
2015-12-23,25.86,71.07,0.28,3.24,1.0080000000000002
2015-12-24,22.04,75.4,0.27,2.25,0.9720000000000001
2015-12-25,23.88,60.87,0.34,0.0,1.2240000000000002
2015-12-26,24.38,67.4,0.31,0.0,1.116
2015-12-27,26.81,65.06,0.28,0.08,1.0080000000000002
2015-12-28,26.25,69.45,0.27,0.78,0.9720000000000001
2015-12-29,26.13,62.99,0.25,0.06,0.9
2015-12-30,26.21,65.31,0.27,2.35,0.9720000000000001
2015-12-31,24.95,65.83,0.22,1.77,0.792
2016-01-01,25.72,58.83,0.3,0.0,1.08
2016-01-02,24.38,73.45,0.29,26.84,1.044
2016-01-03,23.77,88.52,0.32,21.88,1.1520000000000001
2016-01-04,23.03,86.51,0.2,25.31,0.7200000000000001
2016-01-05,20.76,84.2,0.25,5.15,0.9
2016-01-06,21.02,81.65,0.24,13.48,0.864
2016-01-07,20.14,70.85,0.29,35.29,1.044
2016-01-08,21.1,74.78,0.24,8.32,0.864
2016-01-09,21.62,71.42,0.42,3.46,1.512
2016-01-10,23.46,70.84,0.3,2.22,1.08
2016-01-11,23.73,75.74,0.25,0.24,0.9
2016-01-12,23.9,73.66,0.25,0.97,0.9
2016-01-13,20.65,68.04,0.18,0.0,0.648
2016-01-14,23.2,69.07,0.27,0.01,0.9720000000000001
2016-01-15,23.55,74.29,0.22,5.63,0.792
2016-01-16,24.18,64.44,0.26,0.0,0.936
2016-01-17,24.98,64.59,0.22,3.62,0.792
2016-01-18,25.28,71.55,0.15,0.12,0.54
2016-01-19,25.99,62.07,0.25,0.0,0.9
2016-01-20,26.86,51.54,0.25,0.0,0.9
2016-01-21,27.15,49.38,0.29,0.0,1.044
2016-01-22,28.2,50.4,0.25,0.0,0.9
2016-01-23,28.35,50.49,0.27,0.0,0.9720000000000001
2016-01-24,26.13,57.24,0.33,3.89,1.1880000000000002
2016-01-25,21.64,62.32,0.17,0.74,0.6120000000000001
2016-01-26,20.59,63.4,0.2,0.06,0.7200000000000001
2016-01-27,21.96,57.98,0.26,0.0,0.936
2016-01-28,22.51,61.64,0.27,0.2,0.9720000000000001
2016-01-29,22.61,67.24,0.21,0.76,0.756
2016-01-30,21.38,76.7,0.21,17.09,0.756
2016-01-31,21.77,65.07,0.2,0.0,0.7200000000000001
2016-02-01,20.31,59.42,0.4,0.0,1.4400000000000002
2016-02-02,20.71,48.33,0.36,0.0,1.296
2016-02-03,21.36,67.95,0.23,1.82,0.8280000000000001
2016-02-04,24.53,67.58,0.2,2.37,0.7200000000000001
2016-02-05,21.96,85.52,0.29,43.44,1.044
2016-02-06,22.91,81.89,0.22,2.35,0.792
2016-02-07,25.32,83.09,0.24,25.48,0.864
2016-02-08,23.82,81.01,0.23,10.33,0.8280000000000001
2016-02-09,23.65,65.66,0.34,0.7,1.2240000000000002
2016-02-10,24.24,71.44,0.22,0.1,0.792
2016-02-11,25.81,79.27,0.2,0.0,0.7200000000000001
2016-02-12,25.7,85.82,0.22,6.13,0.792
2016-02-13,22.66,78.99,0.35,4.91,1.26
2016-02-14,22.87,69.09,0.28,7.34,1.0080000000000002
2016-02-15,24.87,77.48,0.27,7.2,0.9720000000000001
2016-02-16,26.18,79.43,0.22,6.73,0.792
2016-02-17,23.23,77.14,0.3,8.07,1.08
2016-02-18,23.24,85.97,0.24,16.07,0.864
2016-02-19,20.45,86.13,0.3,18.19,1.08
2016-02-20,20.36,78.52,0.22,0.03,0.792
2016-02-21,23.26,81.05,0.22,0.0,0.792
2016-02-22,25.05,81.0,0.22,0.58,0.792
2016-02-23,24.06,87.1,0.14,16.59,0.5040000000000001
2016-02-24,25.68,79.95,0.15,11.46,0.54
2016-02-25,20.57,88.65,0.16,3.38,0.5760000000000001
2016-02-26,20.31,84.23,0.23,8.04,0.8280000000000001
2016-02-27,18.06,65.0,0.32,0.0,1.1520000000000001
2016-02-28,18.97,63.86,0.24,0.0,0.864
2016-02-29,20.37,70.52,0.34,8.2,1.2240000000000002
2016-03-01,21.44,75.9,0.35,3.11,1.26
2016-03-02,19.86,81.44,0.18,0.02,0.648
2016-03-03,19.83,81.29,0.21,1.93,0.756
2016-03-04,20.59,78.69,0.17,0.05,0.6120000000000001
2016-03-05,18.79,78.15,0.29,0.2,1.044
2016-03-06,19.54,70.76,0.23,0.0,0.8280000000000001
2016-03-07,18.19,80.97,0.23,32.49,0.8280000000000001
2016-03-08,18.15,84.26,0.13,4.06,0.468
2016-03-09,19.34,77.69,0.26,0.17,0.936
2016-03-10,15.27,85.96,0.21,2.25,0.756
2016-03-11,17.83,79.18,0.27,0.0,0.9720000000000001
2016-03-12,16.67,82.62,0.28,0.0,1.0080000000000002
2016-03-13,17.87,74.79,0.22,0.0,0.792
2016-03-14,18.87,73.91,0.23,0.0,0.8280000000000001
2016-03-15,20.76,73.25,0.22,0.0,0.792
2016-03-16,22.58,75.12,0.26,0.0,0.936
2016-03-17,25.0,75.86,0.27,0.15,0.9720000000000001
2016-03-18,15.51,85.77,0.25,34.91,0.9
2016-03-19,12.91,72.75,0.31,1.95,1.116
2016-03-20,13.26,84.24,0.19,1.15,0.684
2016-03-21,16.44,79.33,0.28,0.01,1.0080000000000002
2016-03-22,18.2,72.58,0.23,0.0,0.8280000000000001
2016-03-23,17.18,69.47,0.23,0.0,0.8280000000000001
2016-03-24,18.25,74.44,0.4,0.0,1.4400000000000002
2016-03-25,15.9,87.12,0.22,0.0,0.792
2016-03-26,16.0,78.59,0.29,0.0,1.044
2016-03-27,16.37,77.92,0.38,0.0,1.368
2016-03-28,18.56,71.61,0.2,0.0,0.7200000000000001
2016-03-29,19.37,73.56,0.26,0.0,0.936
2016-03-30,20.37,76.66,0.26,0.0,0.936
2016-03-31,22.86,81.91,0.2,1.85,0.7200000000000001
2016-04-01,23.61,83.93,0.25,18.45,0.9
2016-04-02,19.33,81.52,0.29,14.69,1.044
2016-04-03,17.22,88.74,0.25,0.88,0.9
2016-04-04,19.29,87.85,0.17,10.74,0.6120000000000001
2016-04-05,15.15,86.59,0.18,30.22,0.648
2016-04-06,16.46,81.75,0.29,0.07,1.044
2016-04-07,18.02,88.01,0.2,0.11,0.7200000000000001
2016-04-08,18.08,88.32,0.17,1.52,0.6120000000000001
2016-04-09,15.78,91.64,0.22,6.67,0.792
2016-04-10,13.59,93.07,0.24,5.61,0.864
2016-04-11,11.88,90.65,0.24,6.93,0.864
2016-04-12,13.61,91.91,0.2,20.86,0.7200000000000001
2016-04-13,17.04,84.51,0.22,0.55,0.792
2016-04-14,18.59,85.68,0.25,0.07,0.9
2016-04-15,22.96,83.99,0.2,0.0,0.7200000000000001
2016-04-16,20.16,86.47,0.37,0.04,1.332
2016-04-17,16.33,84.47,0.27,1.52,0.9720000000000001
2016-04-18,12.85,87.9,0.23,2.11,0.8280000000000001
2016-04-19,14.47,81.27,0.42,0.97,1.512
2016-04-20,14.56,75.68,0.36,0.09,1.296
2016-04-21,13.71,69.87,0.41,0.03,1.476
2016-04-22,12.77,83.86,0.34,0.0,1.2240000000000002
2016-04-23,18.87,69.44,0.32,0.0,1.1520000000000001
2016-04-24,11.13,78.86,0.4,2.07,1.4400000000000002
2016-04-25,7.19,88.51,0.45,13.22,1.62
2016-04-26,5.76,69.78,0.38,0.0,1.368
2016-04-27,6.47,74.43,0.29,0.0,1.044
2016-04-28,8.41,77.16,0.41,0.0,1.476
2016-04-29,9.95,80.65,0.28,0.0,1.0080000000000002
2016-04-30,9.26,82.82,0.28,0.0,1.0080000000000002
2016-05-01,11.55,82.5,0.32,0.0,1.1520000000000001
2016-05-02,11.87,87.07,0.28,0.0,1.0080000000000002
2016-05-03,12.34,85.88,0.26,0.0,0.936
2016-05-04,12.77,87.37,0.26,0.0,0.936
2016-05-05,12.84,89.35,0.24,0.0,0.864
2016-05-06,12.63,86.73,0.25,0.09,0.9
2016-05-07,11.86,90.12,0.27,0.47,0.9720000000000001
2016-05-08,12.72,87.19,0.2,0.0,0.7200000000000001
2016-05-09,12.72,89.66,0.3,0.0,1.08
2016-05-10,13.34,90.05,0.28,0.04,1.0080000000000002
2016-05-11,11.56,95.87,0.32,8.42,1.1520000000000001
2016-05-12,11.38,93.17,0.28,1.35,1.0080000000000002
2016-05-13,9.91,91.38,0.36,0.29,1.296
2016-05-14,11.31,90.36,0.35,0.22,1.26
2016-05-15,12.29,83.84,0.5,0.05,1.8
2016-05-16,10.07,84.27,0.3,0.03,1.08
2016-05-17,8.29,87.38,0.26,0.03,0.936
2016-05-18,8.73,84.37,0.48,0.01,1.728
2016-05-19,9.76,86.38,0.43,0.0,1.548
2016-05-20,10.41,79.56,0.39,0.0,1.4040000000000001
2016-05-21,8.87,89.55,0.27,0.0,0.9720000000000001
2016-05-22,9.78,79.38,0.48,0.0,1.728
2016-05-23,9.27,80.94,0.6,0.0,2.16
2016-05-24,9.32,81.24,0.54,0.0,1.9440000000000002
2016-05-25,10.89,81.19,0.33,0.0,1.1880000000000002
2016-05-26,9.86,89.08,0.36,0.0,1.296
2016-05-27,7.92,91.39,0.31,0.0,1.116
2016-05-28,8.49,85.66,0.31,0.03,1.116
2016-05-29,8.54,91.05,0.35,0.07,1.26
2016-05-30,9.9,78.83,0.45,0.0,1.62
2016-05-31,9.52,76.91,0.5,0.02,1.8
2016-06-01,9.15,86.71,0.39,9.9,1.4040000000000001
2016-06-02,8.73,77.35,0.39,0.05,1.4040000000000001
2016-06-03,6.73,89.8,0.38,1.06,1.368
2016-06-04,8.83,86.31,0.39,1.92,1.4040000000000001
2016-06-05,5.51,88.47,0.32,0.32,1.1520000000000001
2016-06-06,7.41,74.75,0.41,0.0,1.476
2016-06-07,8.71,64.74,0.54,0.0,1.9440000000000002
2016-06-08,8.37,70.02,0.58,0.0,2.088
2016-06-09,9.31,69.86,0.53,0.0,1.9080000000000001
2016-06-10,5.82,81.19,0.46,0.0,1.6560000000000001
2016-06-11,6.26,80.7,0.47,0.0,1.692
2016-06-12,7.63,73.22,0.69,0.0,2.484
2016-06-13,9.4,72.58,0.68,0.0,2.4480000000000004
2016-06-14,9.7,72.77,0.52,0.0,1.872
2016-06-15,9.03,77.99,0.68,0.0,2.4480000000000004
2016-06-16,8.9,80.38,0.5,0.0,1.8
2016-06-17,10.14,72.74,0.58,0.0,2.088
2016-06-18,8.27,72.19,0.52,0.0,1.872
2016-06-19,7.1,76.69,0.56,0.0,2.0160000000000005
2016-06-20,5.94,86.63,0.52,0.0,1.872
2016-06-21,6.4,79.06,0.53,0.0,1.9080000000000001
2016-06-22,7.79,69.21,0.49,0.0,1.764
2016-06-23,8.78,74.92,0.5,0.0,1.8
2016-06-24,9.6,86.28,0.38,0.02,1.368
2016-06-25,6.45,92.15,0.83,24.62,2.988
2016-06-26,2.12,91.64,0.95,19.3,3.42
2016-06-27,4.26,81.33,0.55,0.81,1.9800000000000002
2016-06-28,7.64,79.58,0.58,0.0,2.088
2016-06-29,9.6,84.19,0.63,0.0,2.2680000000000002
2016-06-30,11.04,88.06,0.38,0.0,1.368
2016-07-01,10.84,87.39,0.46,0.22,1.6560000000000001
2016-07-02,8.67,92.85,0.34,0.92,1.2240000000000002
2016-07-03,9.05,91.44,0.49,0.33,1.764
2016-07-04,7.47,85.0,0.52,0.03,1.872
2016-07-05,7.72,71.4,0.61,0.0,2.196
2016-07-06,10.62,51.82,0.73,0.0,2.628
2016-07-07,9.91,64.78,0.72,0.0,2.592
2016-07-08,10.23,75.13,0.75,0.0,2.7
2016-07-09,10.96,71.92,0.54,0.0,1.9440000000000002
2016-07-10,11.11,76.35,0.54,0.0,1.9440000000000002
2016-07-11,12.04,71.28,0.7,0.0,2.52
2016-07-12,8.37,74.52,0.62,0.0,2.232
2016-07-13,9.13,85.76,0.74,0.0,2.664
2016-07-14,11.45,77.47,0.83,0.0,2.988
2016-07-15,7.51,65.72,0.63,0.0,2.2680000000000002
2016-07-16,4.67,72.02,0.5,0.0,1.8
2016-07-17,3.13,85.55,0.79,0.0,2.8440000000000003
2016-07-18,5.06,82.61,0.6,0.0,2.16
2016-07-19,5.24,82.65,0.81,0.0,2.9160000000000004
2016-07-20,6.05,83.51,0.69,0.0,2.484
2016-07-21,7.79,79.62,0.62,0.0,2.232
2016-07-22,11.02,71.41,0.72,0.0,2.592
2016-07-23,11.97,69.77,0.76,0.0,2.736
2016-07-24,10.09,83.01,0.58,0.02,2.088
2016-07-25,11.7,85.55,0.51,0.29,1.836
2016-07-26,7.69,67.96,0.98,0.0,3.528
2016-07-27,4.47,83.76,0.65,0.0,2.3400000000000003
2016-07-28,5.98,86.72,0.71,0.0,2.556
2016-07-29,8.58,82.33,0.79,0.0,2.8440000000000003
2016-07-30,10.06,85.77,0.69,0.0,2.484
2016-07-31,12.15,81.75,0.59,0.0,2.124
2016-08-01,9.72,80.5,0.7,0.0,2.52
2016-08-02,8.23,81.97,0.78,0.0,2.8080000000000003
2016-08-03,11.01,80.25,0.77,0.0,2.7720000000000002
2016-08-04,14.32,80.1,0.77,0.0,2.7720000000000002
2016-08-05,15.47,82.61,0.73,0.38,2.628
2016-08-06,12.2,76.12,0.55,0.11,1.9800000000000002
2016-08-07,13.81,67.36,0.74,0.0,2.664
2016-08-08,13.97,58.11,0.81,0.0,2.9160000000000004
2016-08-09,12.9,64.4,0.64,0.0,2.3040000000000003
2016-08-10,12.83,64.41,0.97,0.0,3.492
2016-08-11,14.28,62.11,1.01,0.0,3.636
2016-08-12,16.27,56.46,0.86,0.0,3.096
2016-08-13,16.47,58.67,0.89,0.0,3.204
2016-08-14,16.59,58.77,0.69,0.0,2.484
2016-08-15,15.27,57.57,0.83,0.0,2.988
2016-08-16,17.51,55.44,1.21,0.0,4.356
2016-08-17,11.47,57.67,0.67,0.0,2.4120000000000004
2016-08-18,12.58,49.01,0.71,0.0,2.556
2016-08-19,7.35,73.4,0.96,3.39,3.456
2016-08-20,6.8,75.59,0.85,0.02,3.06
2016-08-21,9.85,65.5,0.69,0.0,2.484
2016-08-22,13.05,45.91,0.91,0.0,3.2760000000000002
2016-08-23,14.65,39.62,0.98,0.0,3.528
2016-08-24,16.41,41.97,0.91,0.0,3.2760000000000002
2016-08-25,18.51,44.62,0.83,0.0,2.988
2016-08-26,17.98,53.02,1.03,0.0,3.708
2016-08-27,10.13,48.8,1.04,0.0,3.744
2016-08-28,8.99,58.06,0.83,0.0,2.988
2016-08-29,9.74,61.88,0.77,0.0,2.7720000000000002
2016-08-30,13.63,45.06,0.63,0.0,2.2680000000000002
2016-08-31,13.9,49.32,0.96,0.0,3.456
2016-09-01,7.08,68.54,0.92,0.02,3.3120000000000003
2016-09-02,6.01,66.3,0.87,0.01,3.132
2016-09-03,4.64,59.95,0.75,0.0,2.7
2016-09-04,3.66,72.4,0.62,0.0,2.232
2016-09-05,4.14,65.98,0.72,0.0,2.592
2016-09-06,7.02,51.87,0.63,0.0,2.2680000000000002
2016-09-07,11.59,45.12,0.63,0.0,2.2680000000000002
2016-09-08,16.85,35.83,1.01,0.0,3.636
2016-09-09,18.78,35.89,1.02,0.0,3.672
2016-09-10,19.8,37.32,0.92,0.0,3.3120000000000003
2016-09-11,21.44,47.99,0.86,0.0,3.096
2016-09-12,20.6,50.18,1.1,0.0,3.9600000000000004
2016-09-13,13.59,47.21,1.21,0.0,4.356
2016-09-14,13.81,46.83,0.83,0.0,2.988
2016-09-15,15.27,48.15,0.82,0.0,2.952
2016-09-16,18.42,47.8,0.93,0.0,3.3480000000000003
2016-09-17,19.76,53.09,0.7,0.0,2.52
2016-09-18,14.11,77.28,0.89,0.0,3.204
2016-09-19,13.6,58.01,0.8,0.0,2.8800000000000003
2016-09-20,15.14,51.73,1.06,0.0,3.8160000000000003
2016-09-21,18.35,44.41,1.06,0.0,3.8160000000000003
2016-09-22,21.18,38.64,1.11,0.0,3.9960000000000004
2016-09-23,12.97,43.26,0.82,0.05,2.952
2016-09-24,12.42,56.58,0.62,0.45,2.232
2016-09-25,13.88,60.8,0.9,0.0,3.24
2016-09-26,18.03,50.69,0.85,0.0,3.06
2016-09-27,20.48,46.88,1.01,0.0,3.636
2016-09-28,20.39,53.3,0.67,0.0,2.4120000000000004
2016-09-29,15.96,73.58,0.96,0.03,3.456
2016-09-30,16.42,68.11,0.73,0.0,2.628
2016-10-01,15.33,63.15,0.71,0.0,2.556
2016-10-02,18.87,65.82,0.53,0.0,1.9080000000000001
2016-10-03,18.75,68.77,0.65,0.0,2.3400000000000003
2016-10-04,14.83,72.36,1.07,18.84,3.8520000000000003
2016-10-05,12.57,45.18,1.04,0.0,3.744
2016-10-06,14.91,48.09,0.77,0.0,2.7720000000000002
2016-10-07,14.09,57.97,0.83,0.1,2.988
2016-10-08,14.71,41.58,0.91,0.0,3.2760000000000002
2016-10-09,18.14,40.85,0.95,0.0,3.42
2016-10-10,18.58,50.91,0.91,0.0,3.2760000000000002
