fecha,temperatura_media_C,humedad_relativa_%,velocidad_viento_m_s,precipitacion_mm_dia,velocidad_viento_km_h
2022-03-25,15.94,49.38,0.46,0.0,1.6560000000000001
2022-03-26,18.16,50.36,0.37,0.0,1.332
2022-03-27,21.42,47.84,0.29,0.0,1.044
2022-03-28,21.27,61.98,0.26,0.0,0.936
2022-03-29,21.12,52.76,0.31,0.01,1.116
2022-03-30,10.91,37.36,0.36,0.0,1.296
2022-03-31,11.93,46.14,0.37,0.0,1.332
2022-04-01,11.78,50.05,0.26,0.0,0.936
2022-04-02,14.14,54.53,0.29,0.0,1.044
2022-04-03,15.91,55.99,0.26,0.0,0.936
2022-04-04,15.53,52.27,0.34,0.0,1.2240000000000002
2022-04-05,17.85,63.72,0.23,0.0,0.8280000000000001
2022-04-06,20.69,73.48,0.22,0.0,0.792
2022-04-07,20.53,76.76,0.27,0.0,0.9720000000000001
2022-04-08,19.47,71.3,0.22,0.0,0.792
2022-04-09,19.54,78.16,0.3,0.0,1.08
2022-04-10,21.53,80.46,0.23,1.58,0.8280000000000001
2022-04-11,16.46,66.49,0.33,1.56,1.1880000000000002
2022-04-12,15.8,67.01,0.33,5.26,1.1880000000000002
2022-04-13,15.88,53.79,0.41,0.0,1.476
2022-04-14,14.87,50.79,0.39,0.0,1.4040000000000001
2022-04-15,13.27,52.48,0.29,0.0,1.044
2022-04-16,14.93,57.46,0.3,0.03,1.08
2022-04-17,15.42,62.25,0.23,0.07,0.8280000000000001
2022-04-18,15.89,62.1,0.31,0.0,1.116
2022-04-19,16.39,66.78,0.3,0.0,1.08
2022-04-20,19.02,66.98,0.25,2.08,0.9
2022-04-21,17.73,73.22,0.22,0.86,0.792
2022-04-22,15.04,73.59,0.35,0.02,1.26
2022-04-23,17.99,62.49,0.38,0.0,1.368
2022-04-24,20.25,69.16,0.38,0.0,1.368
2022-04-25,17.41,55.72,0.44,0.0,1.584
2022-04-26,20.25,61.28,0.44,1.78,1.584
2022-04-27,13.83,45.38,0.45,0.0,1.62
2022-04-28,10.84,45.37,0.51,0.0,1.836
2022-04-29,9.42,54.05,0.47,0.0,1.692
2022-04-30,11.79,64.29,0.38,0.0,1.368
2022-05-01,13.12,58.1,0.45,0.0,1.62
2022-05-02,11.74,66.76,0.36,0.0,1.296
2022-05-03,12.64,67.44,0.39,0.0,1.4040000000000001
2022-05-04,14.22,54.37,0.32,0.0,1.1520000000000001
2022-05-05,15.73,48.86,0.42,0.0,1.512
2022-05-06,16.7,53.4,0.29,0.0,1.044
2022-05-07,17.56,64.98,0.36,0.0,1.296
2022-05-08,16.13,78.29,0.39,0.01,1.4040000000000001
2022-05-09,15.94,79.14,0.46,0.0,1.6560000000000001
2022-05-10,16.52,76.06,0.53,0.0,1.9080000000000001
2022-05-11,14.55,76.12,0.45,0.0,1.62
2022-05-12,13.5,80.04,0.44,0.0,1.584
2022-05-13,13.69,82.13,0.26,0.0,0.936
2022-05-14,11.46,89.05,0.27,10.97,0.9720000000000001
2022-05-15,7.81,75.48,0.45,3.22,1.62
2022-05-16,7.64,55.27,0.59,0.0,2.124
2022-05-17,6.81,62.17,0.51,0.0,1.836
2022-05-18,7.08,51.59,0.56,0.0,2.0160000000000005
2022-05-19,8.2,52.56,0.43,0.0,1.548
2022-05-20,13.35,47.29,0.49,0.0,1.764
2022-05-21,12.15,50.18,0.54,0.0,1.9440000000000002
2022-05-22,13.25,54.73,0.6,0.0,2.16
2022-05-23,15.28,61.63,0.41,0.0,1.476
2022-05-24,14.48,69.64,0.34,0.0,1.2240000000000002
2022-05-25,11.28,75.92,0.61,0.04,2.196
2022-05-26,7.77,76.46,0.51,0.01,1.836
2022-05-27,10.01,77.1,0.54,0.0,1.9440000000000002
2022-05-28,10.71,76.46,0.54,0.0,1.9440000000000002
2022-05-29,8.55,60.62,0.44,0.0,1.584
2022-05-30,7.1,60.06,0.55,0.0,1.9800000000000002
2022-05-31,4.59,64.92,0.41,0.0,1.476
2022-06-01,5.76,61.72,0.5,0.0,1.8
2022-06-02,6.19,67.39,0.37,0.0,1.332
2022-06-03,5.51,71.31,0.61,0.0,2.196
2022-06-04,8.44,71.57,0.5,0.0,1.8
2022-06-05,11.63,80.81,0.44,0.0,1.584
2022-06-06,11.41,73.22,0.45,0.0,1.62
2022-06-07,12.64,67.87,0.53,0.0,1.9080000000000001
2022-06-08,12.89,71.03,0.48,0.0,1.728
2022-06-09,11.72,73.63,0.57,0.0,2.052
2022-06-10,7.06,65.64,0.41,0.0,1.476
2022-06-11,10.65,58.58,0.58,0.0,2.088
2022-06-12,12.29,56.38,0.56,0.0,2.0160000000000005
2022-06-13,12.01,41.95,0.83,0.0,2.988
2022-06-14,10.7,48.52,0.69,0.0,2.484
2022-06-15,10.81,55.5,0.57,0.0,2.052
2022-06-16,9.97,59.37,0.55,0.0,1.9800000000000002
2022-06-17,8.63,52.37,0.67,0.0,2.4120000000000004
2022-06-18,9.13,42.73,0.7,0.0,2.52
2022-06-19,10.61,38.95,0.77,0.0,2.7720000000000002
2022-06-20,8.75,52.39,0.81,0.0,2.9160000000000004
2022-06-21,7.68,62.57,0.72,0.0,2.592
2022-06-22,4.42,80.87,0.52,0.0,1.872
2022-06-23,3.13,75.25,0.52,0.0,1.872
2022-06-24,4.92,72.31,0.56,0.02,2.0160000000000005
2022-06-25,4.95,82.17,0.46,0.09,1.6560000000000001
2022-06-26,4.83,86.06,0.46,0.0,1.6560000000000001
2022-06-27,7.6,86.23,0.35,4.49,1.26
2022-06-28,9.68,65.59,0.5,0.51,1.8
2022-06-29,13.22,48.96,0.87,0.0,3.132
2022-06-30,8.69,65.79,0.6,0.0,2.16
2022-07-01,11.62,65.13,0.81,0.0,2.9160000000000004
2022-07-02,7.35,57.49,0.57,0.0,2.052
2022-07-03,6.34,63.09,0.59,0.0,2.124
2022-07-04,8.92,68.75,0.62,0.0,2.232
2022-07-05,9.29,57.86,0.7,0.0,2.52
2022-07-06,13.24,50.72,0.91,0.0,3.2760000000000002
2022-07-07,6.35,50.31,0.59,0.0,2.124
2022-07-08,6.72,59.62,0.73,0.0,2.628
2022-07-09,15.91,56.19,0.86,0.0,3.096
2022-07-10,12.81,34.96,0.94,0.0,3.384
2022-07-11,6.97,58.51,0.77,0.01,2.7720000000000002
2022-07-12,7.21,51.62,0.86,0.0,3.096
2022-07-13,10.28,48.31,0.93,0.0,3.3480000000000003
2022-07-14,12.43,53.91,0.64,0.0,2.3040000000000003
2022-07-15,8.12,61.43,0.82,0.03,2.952
2022-07-16,5.68,64.53,0.87,0.98,3.132
2022-07-17,7.25,51.07,0.95,0.08,3.42
2022-07-18,8.25,47.12,0.97,0.0,3.492
2022-07-19,8.65,49.8,0.76,0.0,2.736
2022-07-20,13.54,55.45,0.9,0.0,3.24
2022-07-21,12.13,44.62,0.62,0.0,2.232
2022-07-22,15.71,49.95,0.59,0.0,2.124
2022-07-23,17.51,73.0,0.74,0.0,2.664
2022-07-24,18.12,78.48,0.57,0.0,2.052
2022-07-25,17.07,86.97,0.47,0.0,1.692
2022-07-26,19.25,76.52,0.54,0.0,1.9440000000000002
2022-07-27,18.1,67.0,0.55,0.0,1.9800000000000002
2022-07-28,11.2,50.37,0.99,0.0,3.564
2022-07-29,13.09,24.53,0.74,0.0,2.664
2022-07-30,13.48,33.45,0.86,0.0,3.096
2022-07-31,14.4,37.1,0.79,0.0,2.8440000000000003
2022-08-01,13.64,42.87,0.89,0.0,3.204
2022-08-02,14.29,56.95,0.72,0.0,2.592
2022-08-03,10.72,79.44,0.61,3.4,2.196
2022-08-04,10.09,80.93,0.63,5.6,2.2680000000000002
2022-08-05,9.2,70.53,0.8,0.02,2.8800000000000003
2022-08-06,8.34,68.88,0.7,0.0,2.52
2022-08-07,8.36,66.81,0.66,3.58,2.3760000000000003
2022-08-08,7.5,80.13,0.69,3.33,2.484
2022-08-09,6.3,78.0,0.68,0.2,2.4480000000000004
2022-08-10,7.22,68.86,1.12,0.0,4.032000000000001
2022-08-11,11.32,57.05,0.82,0.0,2.952
2022-08-12,14.83,49.79,0.92,0.0,3.3120000000000003
2022-08-13,14.72,53.8,0.94,0.0,3.384
2022-08-14,18.7,49.21,0.97,0.0,3.492
2022-08-15,10.66,44.23,0.99,0.0,3.564
2022-08-16,14.24,34.24,1.12,0.0,4.032000000000001
2022-08-17,8.81,43.81,1.2,0.0,4.32
2022-08-18,6.98,38.67,1.07,0.0,3.8520000000000003
2022-08-19,9.3,36.19,0.81,0.0,2.9160000000000004
2022-08-20,11.29,32.33,0.98,0.0,3.528
2022-08-21,11.51,36.36,0.7,0.0,2.52
2022-08-22,10.66,46.2,0.83,0.0,2.988
2022-08-23,14.46,45.85,0.71,0.0,2.556
2022-08-24,17.07,49.85,0.75,0.0,2.7
2022-08-25,19.39,65.73,0.62,0.89,2.232
2022-08-26,19.39,72.34,0.68,0.34,2.4480000000000004
2022-08-27,15.2,40.98,1.27,0.0,4.572
2022-08-28,8.32,38.56,0.66,0.0,2.3760000000000003
2022-08-29,9.04,33.45,1.0,0.0,3.6
2022-08-30,11.22,36.83,1.05,0.0,3.7800000000000002
2022-08-31,15.56,41.06,0.94,0.0,3.384
2022-09-01,14.91,48.1,1.02,0.04,3.672
2022-09-02,11.16,39.42,0.94,0.0,3.384
2022-09-03,12.24,29.28,0.76,0.0,2.736
2022-09-04,14.23,21.58,0.81,0.0,2.9160000000000004
2022-09-05,14.54,25.17,0.72,0.0,2.592
2022-09-06,16.6,20.54,1.11,0.0,3.9960000000000004
2022-09-07,19.93,21.57,1.12,0.0,4.032000000000001
2022-09-08,14.62,34.52,1.38,0.0,4.968
2022-09-09,10.31,35.86,0.91,0.0,3.2760000000000002
2022-09-10,11.16,29.23,0.83,0.0,2.988
2022-09-11,12.84,27.77,0.81,0.0,2.9160000000000004
2022-09-12,14.96,26.78,0.75,0.0,2.7
2022-09-13,14.07,31.55,0.81,0.0,2.9160000000000004
2022-09-14,15.57,26.14,0.93,0.0,3.3480000000000003
2022-09-15,16.42,27.18,1.29,0.0,4.644
2022-09-16,17.5,27.4,1.6,0.0,5.760000000000001
2022-09-17,19.46,32.36,1.11,0.0,3.9960000000000004
2022-09-18,17.58,53.0,0.69,2.67,2.484
2022-09-19,12.17,58.33,0.81,0.0,2.9160000000000004
2022-09-20,10.21,62.59,0.61,0.26,2.196
2022-09-21,6.46,72.87,0.76,4.18,2.736
2022-09-22,12.19,36.71,0.77,0.0,2.7720000000000002
2022-09-23,14.43,34.58,1.0,0.0,3.6
2022-09-24,14.73,38.46,0.92,0.0,3.3120000000000003
2022-09-25,15.24,51.44,0.58,3.81,2.088
2022-09-26,15.28,49.87,0.72,0.0,2.592
2022-09-27,13.82,59.36,0.74,4.16,2.664
2022-09-28,11.77,78.85,0.5,2.57,1.8
2022-09-29,12.92,58.9,0.55,0.55,1.9800000000000002
2022-09-30,15.02,48.62,0.59,0.0,2.124
2022-10-01,17.18,46.64,0.75,0.0,2.7
2022-10-02,17.29,46.63,0.76,0.0,2.736
2022-10-03,17.5,37.9,1.21,0.0,4.356
2022-10-04,17.71,45.01,1.01,0.0,3.636
2022-10-05,13.11,67.38,0.6,6.75,2.16
2022-10-06,16.0,55.36,0.91,0.0,3.2760000000000002
2022-10-07,20.35,35.66,0.88,0.0,3.168
2022-10-08,14.45,30.78,1.19,0.0,4.284
2022-10-09,11.41,32.32,0.72,0.0,2.592
2022-10-10,11.81,34.37,0.86,0.0,3.096
2022-10-11,14.86,35.73,0.61,0.0,2.196
2022-10-12,19.96,25.1,0.8,0.0,2.8800000000000003
2022-10-13,14.24,27.68,1.02,0.0,3.672
2022-10-14,11.6,36.8,0.8,0.01,2.8800000000000003
2022-10-15,13.76,65.21,0.64,0.0,2.3040000000000003
2022-10-16,15.58,61.91,0.63,0.0,2.2680000000000002
2022-10-17,14.01,59.48,0.83,0.0,2.988
2022-10-18,14.48,73.17,0.54,0.56,1.9440000000000002
2022-10-19,15.91,76.16,0.55,6.96,1.9800000000000002
2022-10-20,18.18,59.58,0.77,0.04,2.7720000000000002
2022-10-21,20.62,34.35,0.73,0.0,2.628
2022-10-22,15.38,58.71,0.62,0.02,2.232
2022-10-23,16.86,58.43,0.71,0.0,2.556
2022-10-24,22.0,55.56,0.85,0.0,3.06
2022-10-25,24.39,52.35,1.17,11.01,4.212
2022-10-26,20.5,48.93,0.94,2.16,3.384
2022-10-27,22.08,36.88,0.7,0.0,2.52
2022-10-28,25.67,30.84,0.8,0.0,2.8800000000000003
2022-10-29,26.86,42.28,0.74,0.0,2.664
2022-10-30,15.78,34.66,1.32,0.0,4.752000000000001
2022-10-31,11.06,33.87,0.85,0.0,3.06
2022-11-01,13.78,28.32,0.64,0.0,2.3040000000000003
2022-11-02,16.54,24.29,0.78,0.0,2.8080000000000003
2022-11-03,17.11,32.13,0.8,0.0,2.8800000000000003
2022-11-04,18.18,37.32,0.78,0.0,2.8080000000000003
2022-11-05,19.14,41.87,0.68,0.0,2.4480000000000004
2022-11-06,19.69,42.28,0.64,0.0,2.3040000000000003
2022-11-07,20.36,42.24,0.61,0.0,2.196
2022-11-08,21.16,38.86,0.72,0.0,2.592
2022-11-09,22.33,33.01,0.79,0.0,2.8440000000000003
2022-11-10,22.57,50.61,0.56,0.08,2.0160000000000005
2022-11-11,18.42,81.02,0.52,20.25,1.872
2022-11-12,20.87,68.57,0.48,7.78,1.728
2022-11-13,17.46,70.12,0.6,15.09,2.16
2022-11-14,19.92,42.94,0.53,0.0,1.9080000000000001
2022-11-15,23.72,41.2,0.57,0.0,2.052
2022-11-16,26.38,36.85,0.88,0.0,3.168
2022-11-17,25.35,39.24,0.75,0.0,2.7
2022-11-18,26.31,38.34,0.69,0.0,2.484
2022-11-19,23.96,49.59,0.53,0.13,1.9080000000000001
2022-11-20,19.65,64.77,0.59,11.74,2.124
2022-11-21,17.14,55.42,0.71,0.16,2.556
2022-11-22,19.36,43.14,0.5,0.0,1.8
2022-11-23,24.65,33.8,0.47,0.0,1.692
2022-11-24,27.71,32.54,0.5,0.0,1.8
2022-11-25,27.2,32.65,0.61,0.0,2.196
2022-11-26,27.43,35.09,0.63,0.0,2.2680000000000002
2022-11-27,27.12,39.79,0.52,0.0,1.872
2022-11-28,26.44,45.91,0.42,0.0,1.512
2022-11-29,23.25,61.54,0.35,0.32,1.26
2022-11-30,19.68,76.39,0.4,5.53,1.4400000000000002
2022-12-01,19.19,62.41,0.43,0.08,1.548
2022-12-02,21.82,44.88,0.43,0.0,1.548
2022-12-03,24.72,36.73,0.37,0.0,1.332
2022-12-04,26.25,34.59,0.4,0.0,1.4400000000000002
2022-12-05,26.85,30.05,0.55,0.0,1.9800000000000002
2022-12-06,28.21,33.63,0.44,0.0,1.584
2022-12-07,29.4,35.47,0.46,0.04,1.6560000000000001
2022-12-08,30.18,41.35,0.38,0.32,1.368
2022-12-09,30.64,47.39,0.45,10.37,1.62
2022-12-10,25.67,73.21,0.35,11.34,1.26
2022-12-11,29.36,53.54,0.36,0.05,1.296
2022-12-12,26.57,36.95,0.36,0.0,1.296
2022-12-13,23.18,33.14,0.35,0.0,1.26
2022-12-14,27.41,30.37,0.45,0.0,1.62
2022-12-15,24.49,49.76,0.45,2.93,1.62
2022-12-16,22.05,44.34,0.5,2.2,1.8
2022-12-17,19.48,51.87,0.31,0.31,1.116
2022-12-18,20.59,48.97,0.34,0.0,1.2240000000000002
2022-12-19,22.23,45.34,0.38,0.0,1.368
2022-12-20,24.44,47.38,0.37,0.0,1.332
2022-12-21,24.31,53.67,0.35,12.11,1.26
2022-12-22,25.42,52.59,0.33,2.02,1.1880000000000002
2022-12-23,20.87,78.96,0.26,32.89,0.936
2022-12-24,18.23,57.8,0.42,0.18,1.512
2022-12-25,16.68,53.1,0.29,0.04,1.044
2022-12-26,20.42,55.33,0.23,0.01,0.8280000000000001
2022-12-27,22.9,50.45,0.19,0.03,0.684
2022-12-28,23.0,47.56,0.35,1.7,1.26
2022-12-29,24.09,41.74,0.31,0.0,1.116
2022-12-30,27.34,40.66,0.27,0.01,0.9720000000000001
2022-12-31,27.02,51.12,0.34,0.91,1.2240000000000002
2023-01-01,22.91,65.13,0.31,43.82,1.116
2023-01-02,23.01,45.03,0.28,0.0,1.0080000000000002
2023-01-03,22.8,52.77,0.28,1.01,1.0080000000000002
2023-01-04,23.29,47.25,0.33,0.0,1.1880000000000002
2023-01-05,23.73,43.31,0.39,0.0,1.4040000000000001
2023-01-06,24.79,41.65,0.45,0.0,1.62
2023-01-07,26.71,44.72,0.29,0.01,1.044
2023-01-08,26.57,47.79,0.24,0.01,0.864
2023-01-09,26.12,44.67,0.27,0.0,0.9720000000000001
2023-01-10,27.26,42.88,0.23,0.05,0.8280000000000001
2023-01-11,24.37,61.92,0.23,9.1,0.8280000000000001
2023-01-12,18.5,76.79,0.21,13.89,0.756
2023-01-13,21.86,54.31,0.29,0.0,1.044
2023-01-14,23.45,46.11,0.28,0.0,1.0080000000000002
2023-01-15,24.92,43.73,0.22,0.81,0.792
2023-01-16,24.45,45.53,0.27,0.8,0.9720000000000001
2023-01-17,25.66,51.68,0.38,8.31,1.368
2023-01-18,25.24,63.55,0.27,1.34,0.9720000000000001
2023-01-19,26.84,62.5,0.24,0.0,0.864
2023-01-20,29.66,59.07,0.32,28.31,1.1520000000000001
2023-01-21,23.77,58.69,0.21,4.13,0.756
2023-01-22,25.52,51.07,0.44,1.14,1.584
2023-01-23,25.15,54.13,0.3,0.02,1.08
2023-01-24,25.09,64.14,0.23,21.4,0.8280000000000001
2023-01-25,21.44,81.74,0.17,2.18,0.6120000000000001
2023-01-26,25.34,71.86,0.23,0.31,0.8280000000000001
2023-01-27,24.37,77.85,0.24,17.45,0.864
2023-01-28,22.36,76.57,0.22,0.55,0.792
2023-01-29,23.06,77.74,0.21,1.44,0.756
2023-01-30,24.75,62.43,0.26,0.07,0.936
2023-01-31,26.25,61.48,0.18,0.0,0.648
2023-02-01,24.49,66.61,0.23,3.61,0.8280000000000001
2023-02-02,21.76,77.31,0.19,20.48,0.684
2023-02-03,20.65,71.02,0.22,0.0,0.792
2023-02-04,20.52,66.0,0.26,0.0,0.936
2023-02-05,23.19,56.89,0.19,0.0,0.684
2023-02-06,25.78,47.96,0.2,0.0,0.7200000000000001
2023-02-07,26.24,48.17,0.21,0.0,0.756
2023-02-08,26.7,52.43,0.28,0.15,1.0080000000000002
2023-02-09,25.65,60.35,0.29,0.05,1.044
2023-02-10,24.84,52.34,0.21,0.0,0.756
2023-02-11,26.41,56.13,0.27,0.0,0.9720000000000001
2023-02-12,28.49,55.04,0.28,1.18,1.0080000000000002
2023-02-13,24.27,58.66,0.28,0.01,1.0080000000000002
2023-02-14,22.78,70.84,0.22,0.0,0.792
2023-02-15,24.31,56.42,0.31,3.07,1.116
2023-02-16,20.76,64.31,0.27,6.74,0.9720000000000001
2023-02-17,12.49,47.41,0.33,0.0,1.1880000000000002
2023-02-18,13.92,42.59,0.39,0.0,1.4040000000000001
2023-02-19,18.2,46.08,0.25,0.0,0.9
2023-02-20,20.34,48.5,0.29,0.0,1.044
2023-02-21,22.14,48.89,0.26,0.0,0.936
2023-02-22,19.08,82.72,0.22,10.72,0.792
2023-02-23,22.9,64.33,0.33,0.02,1.1880000000000002
2023-02-24,23.16,58.9,0.3,2.2,1.08
2023-02-25,21.93,67.29,0.16,0.45,0.5760000000000001
2023-02-26,23.67,47.81,0.31,0.58,1.116
2023-02-27,24.1,51.01,0.38,0.0,1.368
2023-02-28,24.79,54.11,0.27,0.62,0.9720000000000001
2023-03-01,25.04,58.22,0.27,0.45,0.9720000000000001
2023-03-02,25.4,51.48,0.38,0.0,1.368
2023-03-03,25.0,53.45,0.27,0.0,0.9720000000000001
2023-03-04,26.26,49.39,0.19,0.06,0.684
2023-03-05,26.54,52.71,0.27,0.11,0.9720000000000001
2023-03-06,24.32,67.34,0.26,16.19,0.936
2023-03-07,23.57,65.2,0.31,0.63,1.116
2023-03-08,24.58,59.01,0.24,0.0,0.864
2023-03-09,25.26,51.27,0.26,0.0,0.936
2023-03-10,26.33,50.86,0.2,0.0,0.7200000000000001
2023-03-11,26.7,54.39,0.28,0.0,1.0080000000000002
2023-03-12,27.16,58.56,0.26,0.0,0.936
2023-03-13,25.94,61.19,0.21,13.84,0.756
2023-03-14,22.51,83.26,0.16,18.16,0.5760000000000001
2023-03-15,25.35,68.51,0.21,0.45,0.756
2023-03-16,24.21,66.75,0.25,0.0,0.9
2023-03-17,24.44,61.33,0.22,0.0,0.792
2023-03-18,24.83,65.89,0.21,0.0,0.756
2023-03-19,26.37,64.53,0.21,0.01,0.756
2023-03-20,24.69,71.48,0.2,0.1,0.7200000000000001
2023-03-21,23.08,79.25,0.19,6.58,0.684
2023-03-22,19.06,89.99,0.13,22.2,0.468
2023-03-23,21.59,86.86,0.21,32.15,0.756
2023-03-24,19.94,93.06,0.19,8.36,0.684
2023-03-25,21.46,79.17,0.21,0.32,0.756
2023-03-26,19.73,75.65,0.17,0.0,0.6120000000000001
2023-03-27,19.74,74.11,0.26,0.0,0.936
2023-03-28,22.75,69.38,0.23,0.0,0.8280000000000001
2023-03-29,20.09,68.67,0.26,0.0,0.936
2023-03-30,19.04,67.1,0.31,0.07,1.116
2023-03-31,15.88,69.9,0.31,1.98,1.116
2023-04-01,14.74,58.59,0.32,0.01,1.1520000000000001
2023-04-02,18.33,77.2,0.22,0.6,0.792
2023-04-03,21.25,79.76,0.22,0.04,0.792
2023-04-04,17.48,85.75,0.16,0.01,0.5760000000000001
2023-04-05,18.0,82.69,0.23,0.0,0.8280000000000001
2023-04-06,18.99,82.88,0.19,4.26,0.684
2023-04-07,19.61,79.36,0.16,4.93,0.5760000000000001
2023-04-08,19.65,76.85,0.24,0.17,0.864
2023-04-09,19.92,67.63,0.24,0.0,0.864
2023-04-10,20.15,68.1,0.26,0.0,0.936
2023-04-11,22.52,65.67,0.29,0.01,1.044
2023-04-12,15.25,89.96,0.32,19.6,1.1520000000000001
2023-04-13,12.79,77.76,0.25,1.85,0.9
2023-04-14,12.31,74.29,0.31,0.36,1.116
2023-04-15,13.04,69.43,0.32,0.03,1.1520000000000001
2023-04-16,14.69,72.98,0.29,0.03,1.044
2023-04-17,13.82,75.33,0.31,0.67,1.116
2023-04-18,14.02,64.69,0.41,0.09,1.476
2023-04-19,15.35,59.2,0.44,0.0,1.584
2023-04-20,16.58,62.08,0.49,0.0,1.764
2023-04-21,16.26,65.11,0.37,0.0,1.332
2023-04-22,16.0,73.41,0.37,0.07,1.332
2023-04-23,12.75,87.13,0.2,3.45,0.7200000000000001
2023-04-24,13.46,88.68,0.21,0.47,0.756
2023-04-25,15.42,75.41,0.27,0.0,0.9720000000000001
2023-04-26,17.75,66.3,0.34,0.0,1.2240000000000002
2023-04-27,18.42,68.71,0.35,0.0,1.26
2023-04-28,19.68,63.73,0.51,0.0,1.836
2023-04-29,22.53,68.2,0.35,0.0,1.26
2023-04-30,19.88,73.92,0.38,0.0,1.368
2023-05-01,11.59,52.85,0.4,0.0,1.4400000000000002
2023-05-02,11.74,43.31,0.58,0.0,2.088
2023-05-03,10.85,60.79,0.39,0.0,1.4040000000000001
2023-05-04,11.65,68.23,0.38,0.84,1.368
2023-05-05,11.49,93.89,0.3,17.87,1.08
2023-05-06,12.94,70.53,0.38,0.03,1.368
2023-05-07,14.81,64.12,0.43,0.0,1.548
2023-05-08,15.57,61.47,0.4,0.0,1.4400000000000002
2023-05-09,15.66,63.74,0.48,0.0,1.728
2023-05-10,15.82,66.57,0.38,0.0,1.368
2023-05-11,14.88,71.25,0.42,0.0,1.512
2023-05-12,16.88,66.07,0.33,0.0,1.1880000000000002
2023-05-13,17.58,69.49,0.37,0.0,1.332
2023-05-14,19.18,65.48,0.39,0.0,1.4040000000000001
2023-05-15,18.95,60.76,0.51,0.0,1.836
2023-05-16,19.78,65.69,0.49,0.0,1.764
2023-05-17,17.97,77.33,0.44,3.99,1.584
2023-05-18,13.45,73.79,0.32,0.0,1.1520000000000001
2023-05-19,16.02,80.1,0.37,0.0,1.332
2023-05-20,12.01,82.74,0.33,0.07,1.1880000000000002
2023-05-21,13.96,85.69,0.37,0.03,1.332
2023-05-22,16.33,79.65,0.3,0.0,1.08
2023-05-23,17.75,84.32,0.44,0.0,1.584
2023-05-24,19.33,85.19,0.45,0.06,1.62
2023-05-25,18.79,85.08,0.28,0.12,1.0080000000000002
2023-05-26,16.37,75.96,0.43,0.18,1.548
2023-05-27,8.69,68.56,0.47,0.03,1.692
2023-05-28,8.43,63.83,0.4,0.0,1.4400000000000002
2023-05-29,9.35,70.12,0.37,0.0,1.332
2023-05-30,12.06,72.64,0.41,0.0,1.476
2023-05-31,16.0,70.31,0.48,0.0,1.728
2023-06-01,15.19,81.11,0.59,0.0,2.124
2023-06-02,18.23,77.22,0.44,0.0,1.584
2023-06-03,16.73,84.73,0.4,0.0,1.4400000000000002
2023-06-04,13.91,74.19,0.55,0.41,1.9800000000000002
2023-06-05,13.14,68.14,0.53,0.0,1.9080000000000001
2023-06-06,18.07,74.02,0.55,0.0,1.9800000000000002
2023-06-07,15.45,86.85,0.43,0.0,1.548
2023-06-08,20.05,79.21,0.55,0.0,1.9800000000000002
2023-06-09,14.57,67.32,0.73,0.0,2.628
2023-06-10,7.93,58.81,0.62,0.0,2.232
2023-06-11,5.86,61.5,0.34,0.0,1.2240000000000002
2023-06-12,5.37,59.32,0.53,0.0,1.9080000000000001
2023-06-13,4.78,56.11,0.5,0.0,1.8
2023-06-14,5.87,54.1,0.47,0.0,1.692
2023-06-15,6.43,54.61,0.55,0.0,1.9800000000000002
2023-06-16,8.47,50.18,0.56,0.0,2.0160000000000005
2023-06-17,5.91,70.23,0.52,0.0,1.872
2023-06-18,8.27,78.8,0.64,0.0,2.3040000000000003
2023-06-19,9.21,85.28,0.4,0.02,1.4400000000000002
2023-06-20,9.61,86.93,0.45,0.03,1.62
2023-06-21,9.67,82.99,0.4,0.06,1.4400000000000002
2023-06-22,10.61,75.4,0.56,0.0,2.0160000000000005
2023-06-23,15.46,64.55,0.6,0.0,2.16
2023-06-24,17.34,64.05,0.66,0.0,2.3760000000000003
2023-06-25,15.47,68.99,0.59,0.0,2.124
2023-06-26,13.32,71.13,0.7,0.0,2.52
2023-06-27,13.25,69.09,0.48,0.0,1.728
2023-06-28,8.45,57.95,0.53,0.0,1.9080000000000001
2023-06-29,8.11,61.07,0.65,0.0,2.3400000000000003
2023-06-30,11.22,71.97,0.63,0.0,2.2680000000000002
2023-07-01,14.14,82.26,0.79,0.0,2.8440000000000003
2023-07-02,17.59,75.46,0.79,0.0,2.8440000000000003
2023-07-03,18.19,73.39,0.65,0.0,2.3400000000000003
2023-07-04,19.44,64.63,0.67,0.0,2.4120000000000004
2023-07-05,16.23,75.34,0.59,0.0,2.124
2023-07-06,14.29,77.12,0.72,0.0,2.592
2023-07-07,10.96,78.88,0.53,0.0,1.9080000000000001
2023-07-08,11.62,80.97,0.48,0.0,1.728
2023-07-09,13.86,80.25,0.47,0.93,1.692
2023-07-10,11.88,94.07,0.35,7.63,1.26
2023-07-11,9.68,93.84,0.44,9.06,1.584
2023-07-12,8.41,85.76,0.8,1.77,2.8800000000000003
2023-07-13,4.36,75.75,0.56,0.01,2.0160000000000005
2023-07-14,5.51,67.39,0.7,0.0,2.52
2023-07-15,7.61,65.5,0.76,0.0,2.736
2023-07-16,6.04,67.08,0.73,0.0,2.628
2023-07-17,4.67,68.13,0.64,0.0,2.3040000000000003
2023-07-18,5.39,68.61,0.75,0.0,2.7
2023-07-19,6.03,60.73,0.93,0.0,3.3480000000000003
2023-07-20,11.98,51.81,0.93,0.0,3.3480000000000003
2023-07-21,18.85,64.91,1.12,0.0,4.032000000000001
